date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma
2023-01-12,0.869,0.831,0,0,0,0,0,0,NA,1.7142857142857142,NA,0.28571428571428575,NA,1.1428571428571428,NA,0,NA,0.5714285714285714,NA,0.28571428571428575
2023-01-13,0.898,0.869,0,0,0,0,0,0,NA,2.142857142857143,NA,0.28571428571428575,NA,1.5714285714285716,NA,0,NA,0.5714285714285714,NA,0.28571428571428575
2023-01-14,0.91,0.912,0,0,0,0,0,0,NA,3.714285714285714,NA,1,NA,1.4285714285714286,NA,0,NA,2.285714285714286,NA,1
2023-01-15,0.937,0.937,0,0,0,0,0,0,NA,4.7142857142857135,NA,2,NA,1.5714285714285716,NA,0,NA,3.142857142857143,NA,2
2023-01-16,0.9,0.864,4,0,3,0,1,0,NA,7.857142857142857,NA,2.5714285714285716,NA,3.5714285714285716,NA,0,NA,4.285714285714286,NA,2.5714285714285716
2023-01-17,0.889,0.922,16,7,2,0,14,7,NA,9.571428571428571,NA,2.5714285714285716,NA,4.142857142857143,NA,0,NA,5.428571428571429,NA,2.5714285714285716
2023-01-18,0.896,0.929,13,7,6,0,7,7,NA,11,NA,2.5714285714285716,NA,5.142857142857143,NA,0,NA,5.857142857142857,NA,2.5714285714285716
2023-01-19,0.688,0.601,22,4,14,0,8,4,NA,11.857142857142858,NA,2.5714285714285716,NA,5.142857142857143,NA,0,NA,6.714285714285714,NA,2.5714285714285716
2023-01-20,0.88,0.838,12,0,4,0,8,0,NA,12.571428571428571,NA,2.5714285714285716,NA,5.571428571428571,NA,0,NA,7,NA,2.5714285714285716
2023-01-21,0.802,0.758,10,0,7,0,3,0,NA,12.285714285714286,NA,1.5714285714285716,NA,6.571428571428571,NA,0,NA,5.714285714285714,NA,1.5714285714285716
2023-01-22,0.902,0.875,6,0,0,0,6,0,NA,12.428571428571429,NA,0.5714285714285715,NA,6,NA,0,NA,6.428571428571429,NA,0.5714285714285715
2023-01-23,0.797,0.718,9,0,6,0,3,0,NA,12,NA,0,NA,6,NA,0,NA,6,NA,0
2023-01-24,0.71,0.596,14,0,9,0,5,0,NA,13.285714285714286,NA,0,NA,7.857142857142857,NA,0,NA,5.428571428571429,NA,0
2023-01-25,0.72,0.615,14,0,2,0,12,0,NA,12.428571428571429,NA,0,NA,7.428571428571429,NA,0,NA,5,NA,0
2023-01-26,0.677,0.548,19,0,14,0,5,0,NA,11.571428571428571,NA,0,NA,7.428571428571429,NA,0,NA,4.142857142857143,NA,0
2023-01-27,0.72,0.601,21,0,17,0,4,0,NA,10.428571428571429,NA,0,NA,6.714285714285714,NA,0,NA,3.714285714285714,NA,0
2023-01-28,0.877,0.839,4,0,4,0,0,0,NA,8.428571428571429,NA,0,NA,5.428571428571429,NA,0,NA,3,NA,0
2023-01-29,0.921,0.931,0,0,0,0,0,0,NA,6.428571428571429,NA,0,NA,5.142857142857143,NA,0,NA,1.2857142857142858,NA,0
2023-01-30,0.749,0.681,1,0,1,0,0,0,NA,4.571428571428572,NA,0,NA,3.8571428571428568,NA,0,NA,0.7142857142857142,NA,0
2023-01-31,0.888,0.888,0,0,0,0,0,0,NA,2.5714285714285716,NA,0,NA,2,NA,0,NA,0.5714285714285715,NA,0
2023-02-01,0.862,0.85,0,0,0,0,0,0,NA,2,NA,0,NA,1.4285714285714286,NA,0,NA,0.5714285714285715,NA,0
2023-02-02,0.78,0.754,6,0,5,0,1,0,NA,2,NA,0,NA,1.4285714285714286,NA,0,NA,0.5714285714285715,NA,0
2023-02-03,0.794,0.795,7,0,4,0,3,0,NA,1.857142857142857,NA,0,NA,1.2857142857142858,NA,0,NA,0.5714285714285715,NA,0
2023-02-04,0.891,0.876,0,0,0,0,0,0,NA,1.857142857142857,NA,0,NA,1.2857142857142858,NA,0,NA,0.5714285714285715,NA,0
2023-02-05,0.915,0.943,0,0,0,0,0,0,30,6.142857142857143,0,0,20,4.142857142857143,0,0,10,2,0,0
2023-02-06,0.79,0.806,0,0,0,0,0,0,22,7.285714285714286,0,0,16,5.142857142857143,0,0,6,2.142857142857143,0,0
2023-02-07,0.762,0.732,0,0,0,0,0,0,19.333333333333332,8.285714285714286,0,0,15,6.428571428571429,0,0,4.333333333333333,1.857142857142857,0,0
2023-02-08,0.248,0.266,30,0,20,0,10,0,19.333333333333332,11.857142857142858,0,0,15,7.571428571428571,0,0,4.333333333333333,4.285714285714286,0,0
2023-02-09,0.418,0.418,14,0,12,0,2,0,19.333333333333332,16,0,0,15,11.428571428571429,0,0,4.333333333333333,4.571428571428571,0,0
2023-02-10,0.417,0.37,14,0,13,0,1,0,19.333333333333332,18.714285714285715,0,0,15,14,0,0,4.333333333333333,4.714285714285714,0,0
2023-02-11,0.714,0.647,25,0,8,0,17,0,19.333333333333332,19.285714285714285,0,0,15,14.428571428571429,0,0,4.333333333333333,4.857142857142857,0,0
2023-02-12,0.581,0.633,29,0,27,0,2,0,14,16.714285714285715,0,0,12.5,13.285714285714286,0,0,1.5,3.4285714285714284,0,0
2023-02-13,0.731,0.692,19,0,18,0,1,0,14,17.428571428571427,0,0,13,14.142857142857142,0,0,1,3.285714285714286,0,0
2023-02-14,0.807,0.842,4,0,3,0,1,0,NA,19.285714285714285,NA,0,NA,15.428571428571429,NA,0,NA,3.8571428571428568,NA,0
2023-02-15,0.527,0.605,12,0,12,0,0,0,NA,16.714285714285715,NA,0,NA,15.285714285714286,NA,0,NA,1.4285714285714286,NA,0
2023-02-16,0.655,0.617,19,0,18,0,1,0,NA,13,NA,0,NA,11.428571428571429,NA,0,NA,1.5714285714285714,NA,0
2023-02-17,0.833,0.805,27,0,22,0,5,0,NA,15.571428571428571,NA,0,NA,14.142857142857142,NA,0,NA,1.4285714285714286,NA,0
2023-02-18,0.915,0.918,7,0,7,0,0,0,NA,18.285714285714285,NA,0,NA,17,NA,0,NA,1.2857142857142858,NA,0
2023-02-19,0.834,0.844,3,0,0,0,3,0,NA,19.285714285714285,NA,0,NA,17.714285714285715,NA,0,NA,1.5714285714285714,NA,0
2023-02-20,0.744,0.724,37,0,37,0,0,0,18,19.142857142857142,0,0,12,16.857142857142858,0,0,6,2.2857142857142856,0,0
2023-02-21,0.84,0.852,23,0,23,0,0,0,18,16.428571428571427,0,0,12,14.857142857142858,0,0,6,1.5714285714285714,0,0
2023-02-22,0.696,0.645,19,0,17,0,2,0,18,16,0,0,12,14.285714285714286,0,0,6,1.7142857142857142,0,0
2023-02-23,0.314,0.18,18,0,12,0,6,0,18,15.571428571428571,0,0,12,14.285714285714286,0,0,6,1.2857142857142858,0,0
2023-02-24,0.84,0.785,8,0,8,0,0,0,18,10.285714285714286,0,0,12,9,0,0,6,1.2857142857142858,0,0
2023-02-25,0.882,0.895,4,0,3,0,1,0,18,9.571428571428571,0,0,12,7.857142857142857,0,0,6,1.7142857142857142,0,0
2023-02-26,0.945,0.944,0,0,0,0,0,0,18,12.428571428571429,0,0.14285714285714288,12,10,0,0,6,2.4285714285714284,0,0.14285714285714288
2023-02-27,0.953,0.955,0,0,0,0,0,0,78,21,3,0.5714285714285715,64,17.428571428571427,3,0.4285714285714286,14,3.5714285714285716,0,0.14285714285714288
2023-02-28,0.751,0.789,18,0,15,0,3,0,78,25.428571428571427,3,0.7142857142857143,64,20.428571428571427,3,0.5714285714285715,14,5,0,0.14285714285714288
2023-03-01,0.564,0.574,39,1,32,0,7,1,78,46.142857142857146,3,2.1428571428571432,64,35.42857142857143,3,1.5714285714285716,14,10.714285714285714,0,0.5714285714285715
2023-03-02,0.498,0.446,78,3,64,3,14,0,78,72.85714285714286,3,5.857142857142857,64,58.142857142857146,3,4.142857142857143,14,14.714285714285714,0,1.7142857142857142
2023-03-03,0.762,0.77,39,1,29,1,10,0,78,84.14285714285714,3,8.428571428571429,64,61.142857142857146,3,4.714285714285714,14,23,0,3.714285714285714
2023-03-04,0.648,0.639,149,10,108,7,41,3,78,88.85714285714286,3,8.857142857142858,64,63.142857142857146,3,4.857142857142857,14,25.714285714285715,0,4
2023-03-05,0.533,0.505,187,26,159,18,28,8,78,96.42857142857144,3,11.571428571428571,64,65,3,5.571428571428571,14,31.428571428571427,0,6
2023-03-06,0.628,0.535,79,18,21,4,58,14,NA,118.57142857142856,NA,19.142857142857142,NA,79.85714285714286,NA,10.857142857142858,NA,38.714285714285715,NA,8.285714285714286
2023-03-07,0.806,0.802,51,3,29,1,22,2,NA,143,NA,25,NA,99.85714285714286,NA,15.714285714285714,NA,43.142857142857146,NA,9.285714285714286
2023-03-08,0.797,0.786,92,20,45,5,47,15,NA,122.85714285714286,NA,23.571428571428573,NA,85.42857142857143,NA,14.714285714285714,NA,37.42857142857143,NA,8.857142857142858
2023-03-09,0.77,0.713,233,56,168,40,65,16,NA,104,NA,20.571428571428573,NA,69.14285714285714,NA,12.428571428571429,NA,34.857142857142854,NA,8.142857142857142
2023-03-10,0.664,0.646,210,42,169,35,41,7,173,117.42857142857144,41,23.857142857142858,90,79,17,14.285714285714286,83,38.42857142857143,24,9.571428571428571
2023-03-11,0.949,0.949,8,0,7,0,1,0,305.5,172.71428571428572,90.5,43.42857142857143,163.5,108.71428571428572,35.5,21.857142857142858,142,64,55,21.571428571428573
2023-03-12,0.735,0.767,55,5,45,2,10,3,305.5,173.57142857142858,90.5,41.714285714285715,163.5,115.71428571428572,35.5,22.285714285714285,142,57.857142857142854,55,19.428571428571427
2023-03-13,0.446,0.308,173,41,90,17,83,24,305.5,141.57142857142858,90.5,33.857142857142854,163.5,92.28571428571428,35.5,16.571428571428573,142,49.285714285714285,55,17.28571428571429
2023-03-14,0.527,0.426,438,140,237,54,201,86,305.5,123.71428571428572,90.5,28,163.5,79.71428571428571,35.5,11.714285714285714,142,44,55,16.28571428571429
2023-03-15,0.887,0.859,98,8,94,8,4,0,305.5,136.85714285714286,90.5,32.57142857142857,163.5,92.57142857142856,35.5,16.285714285714285,142,44.28571428571429,55,16.28571428571429
2023-03-16,0.883,0.934,9,1,4,0,5,1,305.5,155,90.5,34.57142857142857,163.5,111.85714285714286,35.5,18.714285714285715,142,43.142857142857146,55,15.857142857142856
2023-03-17,0.723,0.934,85,1,81,1,4,0,438,164,140,34.285714285714285,237,122.57142857142856,54,19.285714285714285,201,41.42857142857142,86,15
2023-03-18,0.71,0.822,100,32,97,32,3,0,NA,138.71428571428572,NA,24.428571428571427,NA,121.71428571428572,NA,21.714285714285715,NA,17,NA,2.714285714285714
2023-03-19,0.678,0.733,182,19,180,19,2,0,NA,174.57142857142858,NA,36,NA,149,NA,31.142857142857142,NA,25.571428571428573,NA,4.857142857142857
2023-03-20,0.695,0.63,236,39,165,21,71,18,NA,273.14285714285717,NA,65.28571428571429,NA,226,NA,51.71428571428571,NA,47.142857142857146,NA,13.571428571428571
2023-03-21,0.778,0.737,261,71,231,71,30,0,NA,333.57142857142856,NA,89.14285714285714,NA,264.2857142857143,NA,65.14285714285714,NA,69.28571428571429,NA,24
2023-03-22,0.646,0.634,349,89,285,74,64,15,NA,392,NA,113.28571428571428,NA,303.2857142857143,NA,83.57142857142857,NA,88.71428571428571,NA,29.714285714285715
2023-03-23,0.615,0.518,699,206,543,144,156,62,NA,385.57142857142856,NA,121.71428571428572,NA,291.57142857142856,NA,90.14285714285714,NA,94,NA,31.571428571428573
2023-03-24,0.805,0.756,508,168,349,95,159,73,NA,358.85714285714283,NA,117.28571428571428,NA,274.42857142857144,NA,88.28571428571429,NA,84.42857142857143,NA,29
2023-03-25,0.884,0.866,509,201,370,161,139,40,NA,329.42857142857144,NA,109.71428571428572,NA,247,NA,80.28571428571429,NA,82.42857142857143,NA,29.428571428571427
2023-03-26,0.834,0.884,137,78,98,65,39,13,NA,280.85714285714283,NA,97,NA,207.42857142857144,NA,69.71428571428571,NA,73.42857142857143,NA,27.285714285714285
2023-03-27,0.768,0.7,49,8,45,8,4,0,NA,187,NA,68.71428571428571,NA,135.71428571428572,NA,50.28571428571429,NA,51.28571428571429,NA,18.428571428571427
2023-03-28,0.941,0.971,55,18,39,15,16,3,NA,126.71428571428572,NA,46.142857142857146,NA,96.42857142857142,NA,38.142857142857146,NA,30.28571428571429,NA,8
2023-03-29,0.812,0.908,9,0,8,0,1,0,NA,57.42857142857143,NA,17.857142857142854,NA,44.285714285714285,NA,15.571428571428571,NA,13.142857142857142,NA,2.285714285714286
2023-03-30,0.584,0.646,42,8,41,8,1,0,NA,40.42857142857143,NA,6.857142857142857,NA,31.142857142857142,NA,6.428571428571429,NA,9.285714285714286,NA,0.4285714285714286
2023-03-31,0.692,0.624,86,10,74,10,12,0,NA,34,NA,5.714285714285714,NA,25.285714285714285,NA,5.285714285714286,NA,8.714285714285714,NA,0.4285714285714286
2023-04-01,0.888,0.88,24,3,5,3,19,0,NA,27.571428571428573,NA,3.1428571428571432,NA,20,NA,3.1428571428571432,NA,7.571428571428571,NA,0
2023-04-02,0.918,0.9,18,1,6,1,12,0,NA,31.428571428571427,NA,4,NA,23.857142857142858,NA,4,NA,7.571428571428571,NA,0
2023-04-03,0.895,0.872,4,0,4,0,0,0,NA,27.571428571428573,NA,3,NA,20.142857142857142,NA,3,NA,7.428571428571429,NA,0
2023-04-04,0.913,0.914,10,0,2,0,8,0,NA,19,NA,2,NA,11.714285714285714,NA,1.7142857142857142,NA,7.2857142857142865,NA,0.28571428571428575
2023-04-05,0.954,0.95,36,6,35,6,1,0,NA,21.714285714285715,NA,4.428571428571429,NA,15.571428571428571,NA,3.7142857142857144,NA,6.142857142857143,NA,0.7142857142857142
2023-04-06,0.965,0.95,15,1,15,1,0,0,NA,34.142857142857146,NA,8.571428571428573,NA,23.714285714285715,NA,6.2857142857142865,NA,10.428571428571429,NA,2.285714285714286
2023-04-07,0.86,0.873,26,3,15,1,11,2,NA,72,NA,21,NA,54.42857142857142,NA,17.571428571428573,NA,17.571428571428573,NA,3.4285714285714284
2023-04-08,0.819,0.817,43,20,32,17,11,3,NA,95.85714285714286,NA,29.142857142857142,NA,77.28571428571429,NA,25.71428571428571,NA,18.571428571428573,NA,3.4285714285714284
2023-04-09,0.747,0.707,105,30,63,19,42,11,NA,90.85714285714286,NA,28.285714285714285,NA,72.28571428571429,NA,24.857142857142858,NA,18.57142857142857,NA,3.4285714285714284
2023-04-10,0.753,0.743,269,87,219,79,50,8,NA,89.85714285714286,NA,28.285714285714285,NA,71.28571428571429,NA,24.857142857142858,NA,18.571428571428573,NA,3.4285714285714284
2023-04-11,0.845,0.879,177,57,162,57,15,0,NA,88.71428571428571,NA,28.714285714285715,NA,71.28571428571429,NA,25.571428571428573,NA,17.428571428571427,NA,3.1428571428571432
2023-04-12,0.963,0.978,1,0,0,0,1,0,NA,85.28571428571429,NA,26.571428571428573,NA,67.71428571428571,NA,23.857142857142858,NA,17.571428571428573,NA,2.714285714285714
2023-04-13,0.873,0.914,8,1,8,1,0,0,NA,82.42857142857142,NA,27,NA,66,NA,24,NA,16.428571428571427,NA,3
2023-04-14,0.766,0.777,18,6,15,6,3,0,NA,66.71428571428571,NA,21.571428571428573,NA,50.42857142857143,NA,17.428571428571427,NA,16.285714285714285,NA,4.142857142857143
2023-04-15,0.853,0.826,19,5,7,5,12,0,NA,73,NA,28.71428571428571,NA,55.57142857142858,NA,23.28571428571429,NA,17.428571428571427,NA,5.428571428571429
2023-04-16,0.842,0.812,85,33,51,20,34,13,NA,79.85714285714286,NA,30.428571428571427,NA,61.42857142857142,NA,24.28571428571429,NA,18.42857142857143,NA,6.142857142857143
2023-04-17,0.802,0.722,159,49,110,33,49,16,NA,80,NA,30.28571428571429,NA,61.57142857142858,NA,24.142857142857142,NA,18.428571428571427,NA,6.142857142857143
2023-04-18,0.874,0.837,221,107,198,98,23,9,NA,79.85714285714286,NA,29.428571428571427,NA,61.857142857142854,NA,23.28571428571429,NA,18,NA,6.142857142857143
2023-04-19,0.887,0.885,49,12,41,7,8,5,NA,82.57142857142857,NA,29.714285714285715,NA,66.14285714285714,NA,23.428571428571427,NA,16.428571428571427,NA,6.2857142857142865
2023-04-20,0.912,0.966,9,0,9,0,0,0,79,81.71428571428571,35,30,68,68.57142857142858,27,24.428571428571427,11,13.142857142857144,8,5.571428571428571
2023-04-21,0.805,0.948,17,0,17,0,0,0,79,72.71428571428571,35,26.142857142857142,68,66.14285714285714,27,22.428571428571427,11,6.571428571428572,8,3.7142857142857144
2023-04-22,0.68,0.708,38,7,37,6,1,1,79,57,35,15.428571428571429,68,50.57142857142857,27,11.428571428571429,11,6.428571428571429,8,4
2023-04-23,0.469,0.499,79,35,68,27,11,8,79,68,35,21.142857142857142,68,57.857142857142854,27,14.571428571428571,11,10.142857142857144,8,6.571428571428572
2023-04-24,0.483,0.536,96,22,93,19,3,3,79,70.28571428571429,35,22.428571428571427,68,58,27,14.714285714285714,11,12.285714285714286,8,7.714285714285714
2023-04-25,0.636,0.55,111,32,89,21,22,11,79,69,35,23,68,56.57142857142857,27,15.142857142857142,11,12.428571428571429,8,7.857142857142857
2023-04-26,0.778,0.703,126,52,92,29,34,23,79,78.14285714285714,35,24.571428571428573,68,65.71428571428571,27,16.714285714285715,11,12.428571428571429,8,7.857142857142857
2023-04-27,0.852,0.927,25,9,10,1,15,8,NA,74.14285714285714,NA,21.714285714285715,NA,63.285714285714285,NA,15,NA,10.857142857142858,NA,6.7142857142857135
2023-04-28,0.764,0.921,8,4,7,3,1,1,NA,74.42857142857143,NA,21.428571428571427,NA,63.857142857142854,NA,15.142857142857142,NA,10.571428571428571,NA,6.2857142857142865
2023-04-29,0.741,0.886,102,18,101,17,1,1,236,92.28571428571428,80,28.285714285714285,212,81.42857142857143,63,21.142857142857142,24,10.857142857142858,17,7.142857142857143
2023-04-30,0.825,0.964,51,15,51,15,0,0,288.5,123,108.5,40.42857142857142,243,107.42857142857142,82,31.428571428571427,45.5,15.571428571428571,26.5,9
2023-05-01,0.476,0.662,98,20,97,20,1,0,288.5,143.14285714285714,108.5,45.857142857142854,243,124.57142857142856,82,35.142857142857146,45.5,18.571428571428573,26.5,10.714285714285714
2023-05-02,0.257,0.167,236,80,212,63,24,17,288.5,165.28571428571428,108.5,53.285714285714285,243,139.57142857142858,82,37.285714285714285,45.5,25.714285714285715,26.5,16
2023-05-03,0.48,0.297,341,137,274,101,67,36,305.3333333333333,199.1428571428571,102,63.42857142857143,253.66666666666663,164.42857142857142,71.66666666666667,42.142857142857146,51.666666666666664,34.714285714285715,30.333333333333332,21.285714285714285
2023-05-04,0.747,0.697,166,47,130,27,36,20,305.3333333333333,237.57142857142856,102,82.71428571428571,253.66666666666663,194.71428571428572,71.66666666666667,54.714285714285715,51.666666666666664,42.857142857142854,30.333333333333332,28
2023-05-05,0.657,0.667,163,56,112,18,51,38,305.3333333333333,244,102,88.28571428571429,253.66666666666663,200.42857142857144,71.66666666666667,59.57142857142857,51.666666666666664,43.57142857142857,30.333333333333332,28.714285714285715
2023-05-06,0.484,0.405,339,89,275,51,64,38,340,213.57142857142856,113,77.71428571428571,274.5,173.42857142857142,76,51.42857142857143,65.5,40.142857142857146,37,26.285714285714285
2023-05-07,0.801,0.759,320,150,263,103,57,47,339,170.71428571428572,89,58.57142857142857,275,139.71428571428572,51,37.42857142857143,64,31,38,21.142857142857142
2023-05-08,0.856,0.908,143,59,137,54,6,5,245,168.57142857142858,60.5,56.42857142857143,203,139.85714285714286,35,36.285714285714285,42,28.714285714285715,25.5,20.142857142857142
2023-05-09,0.709,0.823,23,6,23,6,0,0,223.66666666666663,171.14285714285714,66.66666666666667,59.71428571428571,177,141.71428571428572,38.333333333333336,40.14285714285714,46.666666666666664,29.428571428571427,28.333333333333332,19.571428571428573
2023-05-10,0.569,0.64,41,3,38,3,3,0,166,163.71428571428572,55.5,68,128,131.42857142857142,32,44.714285714285715,38,32.285714285714285,23.5,23.285714285714285
2023-05-11,0.385,0.394,151,32,131,19,20,13,182,148.57142857142858,68,59.857142857142854,146.66666666666666,120.14285714285714,48.666666666666664,41.714285714285715,35.333333333333336,28.428571428571427,19.333333333333332,18.142857142857142
2023-05-12,0.378,0.315,181,79,125,45,56,34,200.75,164.85714285714286,85,70.85714285714286,159.25,128.71428571428572,63.25,49.285714285714285,41.5,36.142857142857146,21.75,21.571428571428573
2023-05-13,0.56,0.519,287,147,203,83,84,64,200.75,181.57142857142856,85,82.28571428571428,159.25,135.42857142857142,63.25,54.42857142857143,41.5,46.142857142857146,21.75,27.857142857142858
2023-05-14,0.45,0.465,214,93,184,82,30,11,229.8,225.1428571428571,114.6,115.14285714285714,161,154,67.2,65.85714285714286,68.8,71.14285714285714,47.4,49.28571428571429
2023-05-15,0.564,0.423,257,136,197,107,60,29,270.8,254.42857142857144,161.6,148.71428571428572,162.6,155.14285714285714,78.6,74,108.2,99.28571428571428,83,74.71428571428571
2023-05-16,0.733,0.665,140,86,70,42,70,44,293.25,261.7142857142857,182.25,156.14285714285714,172,159.28571428571428,87,78.85714285714286,121.25,102.42857142857144,95.25,77.28571428571429
2023-05-17,0.528,0.325,346,233,168,83,178,150,288.8,259.42857142857144,176.2,156.85714285714286,170.6,153.85714285714286,83.2,76.71428571428571,118.2,105.57142857142856,93,80.14285714285714
2023-05-18,0.455,0.266,356,267,139,76,217,191,307.5,257.42857142857144,197,160,167.25,144.85714285714286,83.5,73.42857142857143,140.25,112.57142857142856,113.5,86.57142857142857
2023-05-19,0.609,0.552,232,131,154,79,78,52,324.3333333333333,229.1428571428571,217.33333333333337,144.85714285714286,157.33333333333334,125.14285714285714,75.66666666666667,62.42857142857143,167,104,141.66666666666666,82.42857142857143
2023-05-20,0.472,0.481,271,152,165,68,106,84,324.3333333333333,222,217.33333333333337,139.85714285714286,157.33333333333334,127,75.66666666666667,63.285714285714285,167,95,141.66666666666666,76.57142857142857
2023-05-21,0.535,0.652,200,115,121,59,79,56,313.5,187.71428571428572,209.5,115.71428571428572,152,113.42857142857144,72,57.285714285714285,161.5,74.28571428571429,137.5,58.42857142857143
2023-05-22,0.669,0.77,59,30,59,30,0,0,271,147.14285714285714,152,82.85714285714286,165,98.57142857142856,68,49.142857142857146,106,48.57142857142857,84,33.714285714285715
2023-05-23,0.693,0.744,90,51,83,48,7,3,271,119.57142857142858,152,66.42857142857143,165,81.14285714285714,68,39.57142857142857,106,38.42857142857143,84,26.857142857142858
2023-05-24,0.714,0.778,106,64,73,41,33,23,NA,90.14285714285714,NA,48,NA,66.71428571428571,NA,33.142857142857146,NA,23.428571428571427,NA,14.857142857142856
2023-05-25,0.697,0.79,72,37,35,19,37,18,NA,78.85714285714286,NA,42.142857142857146,NA,62.714285714285715,NA,34,NA,16.142857142857142,NA,8.142857142857142
2023-05-26,0.723,0.752,39,16,32,12,7,4,NA,84.42857142857143,NA,45.142857142857146,NA,67.14285714285714,NA,36.57142857142857,NA,17.285714285714285,NA,8.571428571428571
2023-05-27,0.674,0.766,65,23,64,23,1,0,NA,83.57142857142857,NA,44,NA,67,NA,35.857142857142854,NA,16.571428571428573,NA,8.142857142857142
2023-05-28,0.505,0.563,121,74,93,65,28,9,NA,80.28571428571429,NA,39,NA,68.28571428571429,NA,34.142857142857146,NA,12,NA,4.857142857142857
2023-05-29,0.502,0.592,98,51,90,48,8,3,264,107.71428571428572,118,50.57142857142857,218,94.42857142857144,96,45.142857142857146,46,13.285714285714286,22,5.428571428571428
2023-05-30,0.655,0.77,84,43,82,43,2,0,245,134.42857142857142,118,65.14285714285714,200.5,116,94,56.57142857142857,44.5,18.428571428571427,24,8.571428571428573
2023-05-31,0.496,0.587,83,29,82,29,1,0,200.66666666666663,141.14285714285714,94.33333333333331,68.57142857142857,162.66666666666666,119.28571428571428,75.66666666666667,58.857142857142854,38,21.857142857142858,18.666666666666668,9.714285714285714
2023-06-01,0.291,0.35,264,118,218,96,46,22,205.5,155.28571428571428,101,75.28571428571429,166,131.14285714285714,81.5,63.714285714285715,39.5,24.142857142857142,19.5,11.571428571428571
2023-06-02,0.387,0.275,226,118,183,92,43,26,209.6,173.57142857142858,107.4,87,155.4,134.42857142857142,77.6,65.71428571428571,54.2,39.142857142857146,29.8,21.285714285714285
2023-06-03,0.365,0.397,112,47,87,39,25,8,234.5,212.8571428571429,132.83333333333334,118,162,150.57142857142858,90,81.28571428571429,72.5,62.28571428571429,42.83333333333333,36.71428571428571
2023-06-04,0.255,0.179,220,121,176,99,44,22,234.5,236.42857142857144,132.83333333333334,139.57142857142858,162,151.57142857142858,90,85.85714285714286,72.5,84.85714285714286,42.83333333333333,53.71428571428571
2023-06-05,0.302,0.253,226,133,113,62,113,71,228.6,228.8571428571429,135.8,143.57142857142858,150.8,131.57142857142858,88.8,78.85714285714286,77.8,97.28571428571428,47,64.71428571428571
2023-06-06,0.486,0.338,359,260,195,152,164,108,229.25,257.7142857142857,140.25,173,142.75,135.14285714285714,88,85.14285714285714,86.5,122.57142857142856,52.25,87.85714285714286
2023-06-07,0.694,0.604,248,180,89,61,159,119,268.3333333333333,252.1428571428571,171.33333333333334,174,161.33333333333334,127.42857142857144,104.33333333333331,82.28571428571429,107,124.71428571428572,67,91.71428571428572
2023-06-08,0.705,0.655,211,146,78,47,133,99,292.5,222.57142857142856,196.5,157.85714285714286,154,102.42857142857144,107,68.14285714285714,138.5,120.14285714285714,89.5,89.71428571428571
2023-06-09,0.648,0.572,428,324,208,136,220,188,359,193.57142857142856,260,139.71428571428572,195,86.42857142857143,152,59.28571428571429,164,107.14285714285714,108,80.42857142857143
2023-06-10,0.912,0.914,73,54,33,19,40,35,NA,144.85714285714286,NA,103.57142857142858,NA,60.28571428571429,NA,38.57142857142857,NA,84.57142857142858,NA,65
2023-06-11,0.9,0.917,13,8,1,0,12,8,NA,119.42857142857142,NA,84,NA,52.71428571428571,NA,33,NA,66.71428571428571,NA,51
2023-06-12,0.877,0.884,23,6,1,0,22,6,NA,107.14285714285715,NA,71.28571428571429,NA,54,NA,30.857142857142858,NA,53.142857142857146,NA,40.42857142857142
2023-06-13,0.881,0.852,18,7,12,7,6,0,89,58.714285714285715,45,31.428571428571427,70,34.285714285714285,37,16.714285714285715,19,24.428571428571427,8,14.714285714285714
2023-06-14,0.818,0.835,70,43,36,22,34,21,121,70.14285714285714,55,33,90,45.28571428571429,41,20.428571428571427,31,24.857142857142858,14,12.571428571428571
2023-06-15,0.631,0.571,125,57,87,32,38,25,154,99.71428571428572,73,47.42857142857143,106,64.85714285714286,50.333333333333336,30.285714285714285,48,34.857142857142854,22.666666666666668,17.142857142857142
2023-06-16,0.57,0.423,89,45,70,37,19,8,186.25,136.85714285714286,101.25,73.14285714285714,122,89,63.5,45,64.25,47.857142857142854,37.75,28.142857142857142
2023-06-17,0.564,0.434,153,65,110,45,43,20,200.2,170.85714285714286,108.6,91.85714285714286,128.2,109.14285714285714,63.6,53.142857142857146,72,61.714285714285715,45,38.714285714285715
2023-06-18,0.544,0.394,220,109,138,69,82,40,200.2,186.1428571428571,108.6,100.28571428571428,128.2,118.28571428571428,63.6,57.857142857142854,72,67.85714285714286,45,42.42857142857143
